1,mni,"khúdə́m oynə , yam waŋnə haygətnə kəyno təwbidrə́gəsú , tə́rahumdə oybəsú parti , koŋgrés ŋə́sidəgi čə́hí mə́ŋaromgi mə́maŋdə phə́mkhibə , mə́dúgi mə́thə́k čə́hí tə́ramúkki mə́maŋdə phə́mkhibə , kəya ə́mə píbə yay . ",khúd də́m	oy -nə		yam	waŋ -nə	hay -gət -nə	kəy -no	təw -bi -d -rə́gə -sú		tə́ra hum -=də	oy -bə -sú	parti		koŋgrés	ŋə́si -=dəgi	čə́hí	mə́ŋa -rom -=gi	mə́- maŋ -=tə	phə́m -khi -bə		mə́- dú -=gi	mə́- thə́k	čə́hí	tə́ra múk -=ki	mə́- maŋ -=tə	phə́m -khi -bə		kəya	ə́- mə	pí -pə	ya -y		,"khút lə́m	oy -nə	,	yam	waŋ -nə	hay -khət -nə	kəri =no	təw -pi -tə -lə́gə -čhú	,	tə́ra hum -=tə	oy -pə -čhú	parti	,	koŋgrés	ŋə́čhi -=təgi	čə́hí	mə́ŋa -lom -=ki	mə́- maŋ -=tə	phə́m -khi -pə	,	mə́- tú -=ki	mə́- thə́k	čə́hí	tə́ra múk -=ki	mə́- maŋ -=tə	phə́m -khi -pə	,	kəya	ə́- mə	pí -pə	ya -í	.	","hand path	be .ADV	,	much	high .ADV	sway .UP .ADV	what =INQ	do .REC .NEG .AFTER .ALSO	,	ten three -==LOC	be .NOM .ALSO	party	,	Congress	today -==ABL	year	five .APX -==POSS	NM. front -==LOC	sit .STILL .NOM	,	NM. ddet -==POSS	NM. up	year	ten once -==POSS	NM. front -==LOC	sit .STILL .NOM	,	how.many	ATT. one	give .NOM	possible .NHYP	.	","...for example, even if you don't turn back the pages further than fifteen to twenty years ago, you can think of appropriate examples. That thirteenth Congress that was in power five years ago, and also the ones that were in power ten years previous to those five years, these can be given as examples.",~~~,ML ID,No comment,"The Right Attitude, the Right Form",n n	<NotSure> Attachestoanycategory	punct	<NotSure>	<NotSure> Attachestoanycategory	v v>v Attachestoanycategory	<NotSure> <NotSure>	<NotSure> Attachestoanycategory <NotSure> Attachestoanycategory Attachestoanycategory	punct	<NotSure> <NotSure> <NotSure>	<NotSure> v>n Attachestoanycategory	n	punct	n	<NotSure> <NotSure>	n	<NotSure> Attachestoanycategory <NotSure>	Attachestoanycategory <NotSure> <NotSure>	v Attachestoanycategory v>n	punct	Attachestoanycategory <NotSure> <NotSure>	Attachestoanycategory <NotSure>	n	<NotSure> <NotSure> <NotSure>	Attachestoanycategory <NotSure> <NotSure>	v Attachestoanycategory v>n	punct	<NotSure>	Attachestoanycategory <NotSure>	v v>n	<NotSure> Verb	punct	,n ~~~ punct ~~~ ~~~ v adv ~~~ punct ~~~ ~~~ n punct n ~~~ n ~~~ ~~~ ~~~ punct ~~~ ~~~ n ~~~ ~~~ ~~~ punct ~~~ ~~~ ~~~ n punct ,~~~ ~~~	~~~ ~~~		~~~	~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~		~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~		~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~		~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~		~~~	~~~ ~~~	~~~ ~~~	~~~ ~~~		
2,mni,"mə́dúy mə́nuŋdə , ə́ykhóynə lə́wǰəbə wárépsiŋgi , mə́nuŋdə héktə́ yáwrəmmənebə . ",mə́- dú -=y	mə́- nuŋ -=də		ə́y khóy -=nə	lə́w -ǰə -bə	wá rép -siŋ -=gi		mə́- nuŋ -=də	hék -=tə́	yáw -rəm -mən -=ne -bə		,"mə́- tú -=ki	mə́- nuŋ -=tə	,	ə́y khóy -=nə	lə́w -čə -pə	wá lép -čhiŋ -=ki	,	mə́- nuŋ -=tə	hék -=tə́	yáw -ləm -mən -=ne -pə	.	","NM. ddet -==POSS	NM. in -==LOC	,	I hpl -==AGN	take .SELF .NOM	word stop .GPL -==POSS	,	NM. in -==LOC	pluck -==EX	participate .EVD .EXCESS -==SI .NOM	.	","In those Congresses, they fully included our party's resolutions.",~~~,ML ID,No comment,"The Right Attitude, the Right Form",Attachestoanycategory <NotSure> <NotSure>	Attachestoanycategory <NotSure> <NotSure>	punct	proform <NotSure> <NotSure>	<NotSure> Attachestoanycategory v>n	n <NotSure> Attachestoanycategory <NotSure>	punct	Attachestoanycategory <NotSure> <NotSure>	v <NotSure>	v v>v Attachestoanycategory <NotSure> v>n	punct	,~~~ ~~~ punct ~~~ ~~~ ~~~ punct ~~~ ~~~ ~~~ punct ,~~~ ~~~ ~~~	~~~ ~~~ ~~~		~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~		~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~		
3,mni,"mə́dú lə́wbədúnəni : ə́ykhóygi ŋəsáygi ə́tóp-ə́tóppə mənipurdəy kádrə́gəsú , bhárə́tki ə́tóppə stettəgi kárəkpə ə́ykhóygi partigi émpisiŋnə , parlimentə , lok səbhádə , raǰyə səbhádə , mənipuri lól bhárə́tki səŋbidhangi nípalsúbə seduldə čəlhəngədəbəni , háybəgi , mə́hákkini . ",mə́- tu	lə́w -bə -dúnə -=ni		ə́y khóy -=gi	ŋəčháy -=ki	ə́- tóp ə́- tóp -pə	mənipur -=dəy	ká -d -rə́gə -sú		bhárə́t -=ki	ə́- tóp -pə	stet -=təgi	ká -rək -pə	ə́y khóy -=gi	parti -=gi	ém pi siŋ -=nə		parliment -=tə		lok	səbhá -=də		raǰyə	səbhá -=də		mənipuri	lól	bhárə́t -=ki	səŋbidhan -=gi	ní pal -sú -bə	sedul -=də	čəl -hən -gə -də -bə -=ni		háy -bə -=gi		mə́- hák -=ki -=ni		,"mə́- tú	lə́w -pə -túnə -=ni	:	ə́y khóy -=ki	ŋəčháy -=ki	ə́- tóp ə́- tóp -pə	mənipur -=təgi	ká -tə -lə́gə -čhú	,	bhárə́t -=ki	ə́- tóp -pə	stet -=təgi	ká -lək -pə	ə́y khóy -=ki	parti -=ki	ém pi čhíŋ -=nə	,	parliment -=tə	,	lok	səbhá -=tə	,	raǰyə	səbhá -=tə	,	mənipuri	lón	bhárə́t -=ki	səŋbidhan -=ki	ní pan -čhú -pə	sedul -=tə	čən -hən -kə -tə -pə -=ni	,	háy -pə -=ki	,	mə́- hák -=ki -=ni	.	","NM. ddet	take .NOM .ING -==COP	:	I hpl -==POSS	previous -==POSS	ATT. distinct ATT. distinct .NOM	Manipur -==ABL	climb .NEG .AFTER .ALSO	,	India -==POSS	ATT. distinct .NOM	state -==ABL	climb .DISTAL .NOM	I hpl -==POSS	party -==POSS	M P wise -==AGN	,	Parliament -==LOC	,	people	meeting -==LOC	,	kingly	meeting -==LOC	,	Manipuri	language	India -==POSS	Constitution -==POSS	two subtract .ALSO .NOM	schedule -==LOC	enlist .CAUS .POT .NES .NOM -==COP	,	say .NOM -==POSS	,	3P. here -==POSS -==COP	.	","Even though no one from our party in Manipur won a seat in Parliament, the many other Members of Parliament from our party around India must propose the inclusion of Manipuri in the Eighth Schedule of India to the Council of States and the House of the People.",~~~,ML ID,No comment,"The Right Attitude, the Right Form",Attachestoanycategory <NotSure>	<NotSure> v>n Attachestoanycategory <NotSure>	punct	proform <NotSure> <NotSure>	<NotSure> <NotSure>	Attachestoanycategory <NotSure> Attachestoanycategory <NotSure> v>n	n <NotSure>	v <NotSure> Attachestoanycategory Attachestoanycategory	punct	n <NotSure>	Attachestoanycategory <NotSure> v>n	n <NotSure>	v v>v v>n	proform <NotSure> <NotSure>	n <NotSure>	<NotSure> <NotSure> <NotSure> <NotSure>	punct	n <NotSure>	punct	n	n <NotSure>	punct	<NotSure>	n <NotSure>	punct	<NotSure>	n	n <NotSure>	n <NotSure>	<NotSure> v Attachestoanycategory v>n	n <NotSure>	v Attachestoanycategory Attachestoanycategory Attachestoanycategory v>n <NotSure>	punct	<NotSure> v>n <NotSure>	punct	Attachestoanycategory <NotSure> <NotSure> <NotSure>	punct	,~~~ ~~~ punct ~~~ ~~~ ~~~ ~~~ ~~~ punct ~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~ punct n punct n ~~~ punct ~~~ ~~~ punct ~~~ n ~~~ ~~~ n ~~~ ~~~ punct ~~~ punct ~~~ punct ,~~~ ~~~	~~~ ~~~ ~~~ ~~~		~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~		~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~		~~~ ~~~		~~~	~~~ ~~~		~~~	~~~ ~~~		~~~	~~~	~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~		~~~ ~~~ ~~~		~~~ ~~~ ~~~ ~~~		
4,mni,"mə́sá-mə́sánə pukhətčəbə yabə , háybə yabə , mə́sígi bil ə́síbu pukhətlədə́nə , phaynəl rulgi , kəynonəčiŋbə , pukhətlədə́nə , nəynəkhribə-tánəkhribə , mə́yam ə́mə . ",mə́- sá mə́- sá -=nə	pu -khət -čə -bə	ya -bə		háy -pə	ya -bə		mə́- sí -=gi	bil	ə́- sí -=bu	pu -khət -lə -də́nə		phaynəl	rul -=gi		kəy -=no -nə -bə		pu -khət -lə -də́nə		nəynə -kh -ri -bə tá -nə -kh -ri -bə		mə́- yam	ə́- mə		,"mə́- čhá mə́- čhá -=nə	pu -khət -čə -pə	ya -pə	,	háy -pə	ya -pə	,	mə́- čhí -=ki	bil	ə́- čhí -=pu	pu -khət -lə -tə́nə	,	phaynəl	rul -=ki	,	kəri -=no -nə -pə	,	pu -khət -lə -tə́nə	,	nəynə -khi -li -pə tá -nə -khi -li -pə	,	mə́- yam	ə́- mə	.	","3P. body 3P. body -==AGN	bring .UP .SELF .NOM	possible .NOM	,	say .NOM	possible .NOM	,	NM. pdet -==POSS	bill	ATT. pdet -==PAT	bring .UP .PERF .BY	,	final	rule -==POSS	,	what -==INQ .ADV .NOM	,	bring .UP .PERF .BY	,	discuss .STILL .PROG .NOM hear .RECIP .STILL .PROG .NOM	,	NM. much	ATT. one	.	","Each Member of Parliament had the opportunity to respectfully propose this, but when the bill was brought up for final rule, for whatever reason, they were all unable to negotiate anything about it.",~~~,ML ID,No comment,"The Right Attitude, the Right Form",Attachestoanycategory n Attachestoanycategory n <NotSure>	<NotSure> v>v Attachestoanycategory v>n	<NotSure> v>n	punct	<NotSure> v>n	<NotSure> v>n	punct	Attachestoanycategory <NotSure> <NotSure>	n	Attachestoanycategory <NotSure> <NotSure>	<NotSure> v>v Verb Attachestoanycategory	punct	<NotSure>	n <NotSure>	punct	<NotSure> <NotSure> Attachestoanycategory v>n	punct	<NotSure> v>v Verb Attachestoanycategory	punct	v Attachestoanycategory v:Any v>n v Attachestoanycategory Attachestoanycategory v:Any v>n	punct	Attachestoanycategory <NotSure>	Attachestoanycategory <NotSure>	punct	,~~~ ~~~ ~~~ punct ~~~ ~~~ punct ~~~ n ~~~ ~~~ punct ~~~ ~~~ punct ~~~ punct ~~~ punct ~~~ punct ~~~ ~~~ punct ,~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~		~~~ ~~~	~~~ ~~~		~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~		~~~	~~~ ~~~		~~~ ~~~ ~~~ ~~~		~~~ ~~~ ~~~ ~~~		~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~		~~~ ~~~	~~~ ~~~		
5,mni,"mə́dúgi ithildu ləybədúnəni , bhárə́tki íhan-hanbə lok səbhági mə́təmdəgi həwnə ə́ykhóysiŋnə lawbə hə́wrəkkhibə . ",mə́- dú -=gi	ithil -=du	ləy -bə -dúnə -=ni		bhárə́t -=ki	í- han han -bə	lok	səbhá -=gi	mə́- təm -=dəgi	həw -nə	ə́y khóy -siŋ -=nə	law -bə	hə́w -rək -khi -bə		,"mə́- tú -=ki	ithin -tú	ləy -pə -túnə -=ni	,	bhárə́t -=ki	í- han han -pə	lok	səbhá -=ki	mə́- təm -=təgi	hə́w -nə	ə́y khóy -čhiŋ -=nə	law -pə	hə́w -lək -khi -pə	.	","NM. ddet -==POSS	influence -==DDET	be .NOM .ING -==COP	,	India -==POSS	1P. first first .NOM	people	meeting -==POSS	NM. time -==ABL	begin .ADV	I hpl .GPL -==AGN	shout .NOM	begin .DISTAL .STILL .NOM	.	","But that bill has been around and, from the very first session of the House of the People, our party members began to force this issue through that resolution.",~~~,ML ID,No comment,"The Right Attitude, the Right Form",Attachestoanycategory <NotSure> <NotSure>	n <NotSure>	v v>n Attachestoanycategory <NotSure>	punct	n <NotSure>	n:Any <NotSure> <NotSure> v>n	n	n <NotSure>	Attachestoanycategory <NotSure> <NotSure>	<NotSure> Attachestoanycategory	proform <NotSure> Attachestoanycategory <NotSure>	v v>n	<NotSure> v>v Attachestoanycategory v>n	punct	,~~~ ~~~ ~~~ punct ~~~ ~~~ n ~~~ ~~~ ~~~ ~~~ n ~~~ punct ,~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~		~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~		
6,mni,"kerəladəgi kárəkpə ə́ykhóygi parti ə́mənə , čə́tthərəkpə lok səbhági míphəm kəyadə , ítə́t-tə́ttə́nə lawdúnə lakkhibə , lóynənə beŋgoldəgi kárəkkhibə , ŋə́si həwǰíksú ləyribə , raǰyə səbhági émpi , oǰá mistərenə lawribə kárəmmedə́nə mású raǰyə səbhági émpi oyrəmme . ",kerəla -=dəgi	ká -rək -pə	ə́y khóy -=gi	parti	ə́- mə -=nə		čə́t -thə -rək -pə	lok	səbhá -=gi	mí phəm	kəya -=də		í tə́t tə́t -tə́nə	law -dúnə	lak -khi -bə		lóy -nə -nə	beŋgol -=dəgi	ká -rək -khi -bə		ŋə́si	həwǰík -sú	ləy -ri -bə		raǰyə	səbhá -=gi	ém pi		oǰá	mistər e -=nə	law -ri -bə	ká -rəm -me -də́nə	má -čhú	raǰyə	səbhá -=gi	ém pi	oy -rəm -me		,"kerəla -=təgi	ká -lək -pə	ə́y khóy -=ki	parti	ə́- mə -=nə	,	čə́t -thə -lək -pə	lok	səbhá -=ki	mí phəm	kəya -=tə	,	í tə́t tə́t -tə́nə	law -túnə	lak -khi -pə	,	lóy -nə -nə	beŋgol -=təgi	ká -lək -khi -pə	,	ŋə́čhi	həwǰík -čhú	ləy -li -pə	,	raǰyə	səbhá -=ki	ém pi	,	oǰa	mistər e -=nə	law -li -pə	ká -ləm -e -tə́nə	má -čhú	raǰyə	səbhá -=ki	ém pi	oy -ləm -e	.	","Kerala -==ABL	climb .DISTAL .NOM	I hpl -==POSS	party	ATT. one -==AGN	,	go .DOWN .DISTAL .NOM	people	meeting -==POSS	man place	how.many -==LOC	,	full break break .BY	shout .ING	come .STILL .NOM	,	companion .RECIP .ADV	Bengal -==ABL	climb .DISTAL .STILL .NOM	,	today	now .ALSO	be .PROG .NOM	,	kingly	meeting -==POSS	M P	,	teacher	Mister A -==AGN	shout .PROG .NOM	climb .EVD .ASRT .BY	he .ALSO	kingly	meeting -==POSS	M P	be .EVD .ASRT	.	","Our party member elected from Kerala very frequently and forcefully discusses this issue with all of the other Ministers of Parliament from the House of the People. Also, the Minister of Parliament from the Council of States who was elected from Bengal, that still is Mr A., he has also raised the issue. ",~~~,ML ID,No comment,"The Right Attitude, the Right Form",n <NotSure>	v v>v v>n	proform <NotSure> <NotSure>	n	Attachestoanycategory <NotSure> <NotSure>	punct	<NotSure> Attachestoanycategory v>v v>n	n	n <NotSure>	<NotSure> <NotSure>	<NotSure> <NotSure>	punct	<NotSure> v v Attachestoanycategory	v Attachestoanycategory	<NotSure> Attachestoanycategory v>n	punct	<NotSure> Attachestoanycategory Attachestoanycategory	n <NotSure>	v v>v Attachestoanycategory v>n	punct	<NotSure>	<NotSure> Attachestoanycategory	v v:Any v>n	punct	<NotSure>	n <NotSure>	<NotSure> <NotSure>	punct	n	<NotSure> <NotSure> <NotSure>	v v:Any v>n	v v>v Verb Attachestoanycategory	<NotSure> Attachestoanycategory	<NotSure>	n <NotSure>	<NotSure> <NotSure>	<NotSure> v>v Verb	punct	,~~~ ~~~ ~~~ n ~~~ punct ~~~ n ~~~ ~~~ ~~~ punct ~~~ ~~~ ~~~ punct ~~~ ~~~ ~~~ punct ~~~ ~~~ n punct ~~~ ~~~ ~~~ punct n ~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~ punct ,~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~		~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~ ~~~	~~~ ~~~		~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~		~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~		~~~	~~~ ~~~	~~~ ~~~ ~~~		~~~	~~~ ~~~	~~~ ~~~		~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~		
7,mni,mánədi háydrədə́nə beŋgoldəgi kárəkpə ə́mənə mənipuri lólgi mə́taŋdə háyrəribəsi kərigino . ,má -=nə -=di	háy -d -rə -də́nə	beŋgol -=dəgi	ká -rək -pə	ə́- mə -=nə	mənipuri	lól -=gi	mə́- taŋ -=də	háy -rə -ri -bə -=si	kərigi -=no		,má -=nə -=ti	háy -tə -lə -tə́nə	beŋgol -=təgi	ká -lək -pə	ə́- mə -=nə	mənipuri	lón -=ki	mə́- taŋ -=tə	háy -lə -li -pə -čhí	kərigi -=no	.	,he -==AGN -==DLMT	say .NEG .PERF .BY	Bengal -==ABL	climb .DISTAL .NOM	ATT. one -==AGN	Manipuri	language -==POSS	NM. joint -==LOC	say .PROX .PROG .NOM -==PDET	why -==INQ	.	,Why is it that the Minister of Parliament from Bengal has to propose this?,~~~,ML ID,No comment,"The Right Attitude, the Right Form",<NotSure> <NotSure> <NotSure>	<NotSure> <NotSure> Verb Attachestoanycategory	n <NotSure>	v v>v v>n	Attachestoanycategory <NotSure> <NotSure>	<NotSure>	n <NotSure>	Attachestoanycategory n <NotSure>	<NotSure> Attachestoanycategory v:Any v>n <NotSure>	adv <NotSure>	punct	,~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~ punct ,~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~		
8,mni,sí kərigino khə́nbigədəbəni mə́yamsú bičar təwbirobə . ,sí	kəri -=gi -=no	khə́n -bi -gə -də -bə -=ni	mə́- yam -sú	bičar	təw -bi -r -o -bə		,čhí	kəri -=ki -=no	khə́n -pi -kə -tə -pə -=ni	mə́- yam -čhú	bičar	təw -pi =lə -o -pə	.	,pdet	what -==POSS -==INQ	think .REC .POT .NES .NOM -==COP	NM. much .ALSO	judge	do .REC =INT .SOLCT .NOM	.	,All of you should evaluate and pass judgment on why this is so.,~~~,ML ID,No comment,"The Right Attitude, the Right Form",<NotSure>	<NotSure> <NotSure> <NotSure>	<NotSure> Attachestoanycategory Attachestoanycategory Attachestoanycategory v>n <NotSure>	Attachestoanycategory <NotSure> Attachestoanycategory	<NotSure>	<NotSure> Attachestoanycategory <NotSure> Attachestoanycategory v>n	punct	,~~~ ~~~ ~~~ ~~~ ~~~ ~~~ punct ,~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~		
9,mni,mə́sí lawribəsi kərigino ? ,mə́- sí	law -ri -bə -=si	kərigi -=no		,mə́- čhí	law -li -pə -čhí	kərigi -=no	?	,NM. pdet	shout .PROG .NOM -==PDET	why -==INQ	?	,Why did they take this responsibility?,~~~,ML ID,No comment,"The Right Attitude, the Right Form",Attachestoanycategory <NotSure>	v v:Any v>n <NotSure>	adv <NotSure>	punct	,~~~ ~~~ ~~~ punct ,~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~		
10,mni,mə́hákki partidugi polisi parti ə́sígi mə́hákki < obs > ə́dúgə mə́hákki wárépsiŋgi mə́nuŋdə yáwǰəbə pótni háybə . ,mə́- hák -=ki	parti -=du -=gi	polisi	parti	ə́- sí -=gi	mə́- hák -=ki				ə́- tu -=kə	mə́- hák -=ki	wá rép -siŋ -=gi	mə́- nuŋ -=də	yáw -ǰə -bə	pót -=ni	háy -pə		,mə́- hák -=ki	parti -tú -=ki	polisi	parti	ə́- čhí -=ki	mə́- hák -=ki	<		>	ə́- tú -=kə	mə́- hák -=ki	wá lép -čhiŋ -=ki	mə́- nuŋ -=tə	yáw -čə -pə	pót -=ni	háy -pə	.	,3P. here -==POSS	party -==DDET -==POSS	policy	party	ATT. pdet -==POSS	3P. here -==POSS	<		>	ATT. ddet -==ASS	3P. here -==POSS	word stop .GPL -==POSS	NM. in -==LOC	participate .SELF .NOM	thing -==COP	say .NOM	.	,"It is the policy of his party, it is stated in the resolutions of his party, that he must do so.",~~~,ML ID,No comment,"The Right Attitude, the Right Form",Attachestoanycategory <NotSure> <NotSure>	n <NotSure> <NotSure>	n	n	Attachestoanycategory <NotSure> <NotSure>	Attachestoanycategory <NotSure> <NotSure>	punct		punct	Attachestoanycategory <NotSure> <NotSure>	Attachestoanycategory <NotSure> <NotSure>	n <NotSure> Attachestoanycategory <NotSure>	Attachestoanycategory <NotSure> <NotSure>	v Attachestoanycategory v>n	<NotSure> <NotSure>	<NotSure> v>n	punct	,~~~ ~~~ n n ~~~ ~~~ punct ~~~ punct ~~~ ~~~ ~~~ ~~~ n ~~~ ~~~ punct ,~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~				~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~		
